Vardas	Pavarde	ND1	ND2	ND3	Egz.
Vardas163	Pavarde163	3	2	7	7
Vardas481	Pavarde481	2	7	10	7
Vardas165	Pavarde165	2	9	9	7
Vardas424	Pavarde424	3	8	1	7
Vardas306	Pavarde306	5	5	2	7
Vardas997	Pavarde997	8	6	3	7
Vardas623	Pavarde623	1	9	7	7
Vardas425	Pavarde425	2	3	4	7
Vardas16	Pavarde16	8	6	8	7
Vardas584	Pavarde584	1	6	7	7
Vardas198	Pavarde198	1	10	6	7
Vardas987	Pavarde987	2	4	4	7
Vardas213	Pavarde213	9	4	10	7
Vardas864	Pavarde864	9	2	3	7
Vardas322	Pavarde322	5	4	8	7
Vardas510	Pavarde510	5	8	5	7
Vardas908	Pavarde908	2	6	8	7
Vardas999	Pavarde999	6	10	10	7
Vardas270	Pavarde270	10	4	7	7
Vardas939	Pavarde939	7	5	4	8
Vardas748	Pavarde748	7	1	10	8
Vardas56	Pavarde56	1	7	9	8
Vardas763	Pavarde763	1	2	2	8
Vardas319	Pavarde319	6	8	1	8
Vardas738	Pavarde738	7	1	7	8
Vardas458	Pavarde458	3	7	2	8
Vardas735	Pavarde735	10	4	6	8
Vardas324	Pavarde324	10	9	4	8
Vardas280	Pavarde280	8	3	2	8
Vardas728	Pavarde728	10	4	9	8
Vardas878	Pavarde878	2	3	5	8
Vardas566	Pavarde566	7	10	6	8
Vardas367	Pavarde367	6	4	3	8
Vardas475	Pavarde475	6	8	2	8
Vardas34	Pavarde34	4	8	6	8
Vardas788	Pavarde788	2	3	6	8
Vardas787	Pavarde787	4	1	8	8
Vardas29	Pavarde29	7	5	3	8
Vardas784	Pavarde784	7	10	5	8
Vardas995	Pavarde995	6	9	9	8
Vardas898	Pavarde898	6	2	2	8
Vardas897	Pavarde897	4	5	8	8
Vardas825	Pavarde825	10	2	6	8
Vardas89	Pavarde89	2	3	4	8
Vardas269	Pavarde269	10	10	4	8
Vardas468	Pavarde468	5	4	5	8
Vardas536	Pavarde536	10	9	3	8
Vardas285	Pavarde285	3	8	6	8
Vardas465	Pavarde465	9	6	1	8
Vardas912	Pavarde912	10	8	5	8
Vardas764	Pavarde764	1	4	9	8
Vardas328	Pavarde328	10	3	8	8
Vardas828	Pavarde828	5	6	9	8
Vardas180	Pavarde180	8	9	5	8
Vardas756	Pavarde756	4	8	8	8
Vardas210	Pavarde210	6	3	4	8
Vardas301	Pavarde301	1	1	3	8
Vardas819	Pavarde819	4	7	3	8
Vardas103	Pavarde103	7	10	5	8
Vardas490	Pavarde490	8	6	2	8
Vardas610	Pavarde610	3	5	5	8
Vardas662	Pavarde662	9	7	9	8
Vardas126	Pavarde126	6	7	4	8
Vardas665	Pavarde665	7	3	2	8
Vardas331	Pavarde331	8	10	6	8
Vardas956	Pavarde956	6	8	9	8
Vardas489	Pavarde489	7	2	6	8
Vardas403	Pavarde403	3	1	7	8
Vardas660	Pavarde660	2	8	8	8
Vardas40	Pavarde40	3	10	8	8
Vardas433	Pavarde433	9	6	6	8
Vardas240	Pavarde240	4	9	8	8
Vardas972	Pavarde972	1	1	5	8
Vardas290	Pavarde290	3	2	1	8
Vardas22	Pavarde22	9	10	7	8
Vardas595	Pavarde595	5	6	3	8
Vardas650	Pavarde650	1	2	8	8
Vardas421	Pavarde421	7	8	5	8
Vardas963	Pavarde963	7	6	2	8
Vardas638	Pavarde638	8	2	3	8
Vardas233	Pavarde233	2	4	2	8
Vardas292	Pavarde292	4	1	10	8
Vardas413	Pavarde413	5	1	1	8
Vardas484	Pavarde484	10	10	6	8
Vardas336	Pavarde336	2	4	5	8
Vardas155	Pavarde155	5	10	1	8
Vardas426	Pavarde426	1	6	10	8
Vardas231	Pavarde231	7	5	7	8
Vardas865	Pavarde865	4	8	3	8
Vardas614	Pavarde614	1	4	7	8
Vardas656	Pavarde656	10	2	5	8
Vardas146	Pavarde146	6	6	10	8
Vardas927	Pavarde927	10	4	7	8
Vardas714	Pavarde714	3	2	9	8
Vardas815	Pavarde815	6	4	5	8
Vardas706	Pavarde706	4	7	8	8
Vardas116	Pavarde116	4	2	8	8
Vardas978	Pavarde978	3	8	6	8
Vardas874	Pavarde874	1	10	9	8
Vardas710	Pavarde710	8	6	10	8
Vardas580	Pavarde580	6	10	7	8
Vardas157	Pavarde157	10	2	10	8
Vardas313	Pavarde313	10	8	3	8
Vardas14	Pavarde14	2	3	10	8
Vardas814	Pavarde814	3	3	5	8
Vardas24	Pavarde24	1	3	3	8
Vardas833	Pavarde833	7	3	1	8
Vardas385	Pavarde385	6	10	5	8
Vardas570	Pavarde570	2	6	3	8
Vardas346	Pavarde346	1	6	4	8
Vardas919	Pavarde919	8	10	1	8
Vardas686	Pavarde686	4	2	1	8
Vardas330	Pavarde330	3	10	2	8
Vardas341	Pavarde341	8	1	1	8
Vardas841	Pavarde841	9	1	9	8
Vardas691	Pavarde691	10	6	7	8
Vardas692	Pavarde692	5	4	1	8
Vardas921	Pavarde921	3	9	8	8
Vardas588	Pavarde588	8	3	6	8
Vardas696	Pavarde696	1	10	7	8
Vardas587	Pavarde587	8	5	4	8
Vardas23	Pavarde23	4	5	3	8
Vardas329	Pavarde329	1	9	2	8
Vardas119	Pavarde119	1	10	4	8
Vardas977	Pavarde977	10	6	1	8
Vardas694	Pavarde694	3	10	7	9
Vardas903	Pavarde903	6	8	9	9
Vardas81	Pavarde81	9	3	9	9
Vardas846	Pavarde846	6	1	1	9
Vardas65	Pavarde65	5	8	9	9
Vardas862	Pavarde862	7	6	8	9
Vardas264	Pavarde264	3	10	4	9
Vardas41	Pavarde41	1	10	4	9
Vardas915	Pavarde915	7	7	9	9
Vardas338	Pavarde338	8	4	8	9
Vardas339	Pavarde339	10	2	3	9
Vardas870	Pavarde870	7	4	3	9
Vardas893	Pavarde893	10	5	7	9
Vardas75	Pavarde75	4	1	6	9
Vardas58	Pavarde58	9	7	2	9
Vardas265	Pavarde265	1	8	7	9
Vardas880	Pavarde880	10	1	10	9
Vardas884	Pavarde884	7	4	6	9
Vardas38	Pavarde38	4	10	1	9
Vardas318	Pavarde318	8	6	5	9
Vardas268	Pavarde268	2	1	8	9
Vardas607	Pavarde607	6	1	3	9
Vardas10	Pavarde10	1	8	4	9
Vardas12	Pavarde12	3	8	8	9
Vardas561	Pavarde561	6	2	8	9
Vardas451	Pavarde451	3	4	7	9
Vardas289	Pavarde289	5	7	3	9
Vardas160	Pavarde160	1	3	1	9
Vardas159	Pavarde159	5	6	9	9
Vardas222	Pavarde222	6	1	10	9
Vardas586	Pavarde586	1	2	8	9
Vardas975	Pavarde975	8	7	2	9
Vardas438	Pavarde438	10	6	6	9
Vardas554	Pavarde554	6	2	5	9
Vardas430	Pavarde430	7	2	4	9
Vardas613	Pavarde613	9	9	8	9
Vardas18	Pavarde18	9	5	2	9
Vardas144	Pavarde144	3	7	6	9
Vardas138	Pavarde138	3	6	6	9
Vardas234	Pavarde234	10	10	2	9
Vardas807	Pavarde807	2	10	2	9
Vardas418	Pavarde418	3	7	1	9
Vardas417	Pavarde417	4	8	6	9
Vardas282	Pavarde282	9	10	3	9
Vardas192	Pavarde192	5	3	10	9
Vardas482	Pavarde482	6	7	8	9
Vardas205	Pavarde205	9	3	7	9
Vardas478	Pavarde478	1	4	7	9
Vardas204	Pavarde204	5	6	3	9
Vardas497	Pavarde497	8	8	6	9
Vardas476	Pavarde476	2	4	8	9
Vardas281	Pavarde281	4	4	2	9
Vardas505	Pavarde505	4	2	9	9
Vardas508	Pavarde508	7	7	6	9
Vardas195	Pavarde195	5	3	5	9
Vardas511	Pavarde511	4	7	2	9
Vardas964	Pavarde964	7	5	9	9
Vardas990	Pavarde990	4	10	8	9
Vardas214	Pavarde214	7	1	4	9
Vardas532	Pavarde532	2	9	7	9
Vardas534	Pavarde534	5	7	7	9
Vardas215	Pavarde215	10	4	8	9
Vardas179	Pavarde179	5	7	5	9
Vardas173	Pavarde173	10	6	9	9
Vardas171	Pavarde171	2	3	9	9
Vardas549	Pavarde549	7	6	9	9
Vardas457	Pavarde457	5	10	9	9
Vardas790	Pavarde790	4	2	2	9
Vardas945	Pavarde945	4	3	10	9
Vardas113	Pavarde113	7	4	7	9
Vardas642	Pavarde642	4	5	3	9
Vardas721	Pavarde721	10	3	8	9
Vardas737	Pavarde737	5	8	4	9
Vardas300	Pavarde300	7	3	2	9
Vardas754	Pavarde754	2	2	10	9
Vardas760	Pavarde760	4	3	3	9
Vardas95	Pavarde95	5	10	5	9
Vardas365	Pavarde365	9	3	4	9
Vardas783	Pavarde783	8	7	8	9
Vardas718	Pavarde718	5	4	9	9
Vardas791	Pavarde791	7	9	6	9
Vardas88	Pavarde88	1	3	8	9
Vardas795	Pavarde795	8	10	2	9
Vardas360	Pavarde360	5	5	3	9
Vardas797	Pavarde797	10	4	8	9
Vardas36	Pavarde36	8	7	7	9
Vardas37	Pavarde37	5	1	7	9
Vardas259	Pavarde259	8	7	3	9
Vardas802	Pavarde802	4	7	9	9
Vardas806	Pavarde806	2	10	9	9
Vardas961	Pavarde961	1	2	7	9
Vardas236	Pavarde236	9	6	7	9
Vardas237	Pavarde237	7	1	6	9
Vardas671	Pavarde671	4	5	7	9
Vardas407	Pavarde407	4	1	7	9
Vardas128	Pavarde128	6	8	7	9
Vardas951	Pavarde951	4	7	4	9
Vardas689	Pavarde689	8	8	4	9
Vardas248	Pavarde248	3	3	4	9
Vardas649	Pavarde649	4	5	8	9
Vardas648	Pavarde648	4	5	4	9
Vardas297	Pavarde297	9	9	10	9
Vardas699	Pavarde699	2	2	3	9
Vardas965	Pavarde965	5	8	5	10
Vardas967	Pavarde967	9	1	8	10
Vardas960	Pavarde960	6	8	2	10
Vardas924	Pavarde924	4	1	5	10
Vardas305	Pavarde305	6	9	1	10
Vardas994	Pavarde994	9	2	4	10
Vardas291	Pavarde291	5	8	4	10
Vardas946	Pavarde946	4	10	6	10
Vardas953	Pavarde953	4	9	1	10
Vardas971	Pavarde971	7	8	1	10
Vardas923	Pavarde923	2	10	1	10
Vardas296	Pavarde296	9	9	8	10
Vardas283	Pavarde283	4	10	6	10
Vardas287	Pavarde287	2	8	7	10
Vardas43	Pavarde43	8	10	2	10
Vardas944	Pavarde944	6	8	5	10
Vardas626	Pavarde626	6	9	3	10
Vardas224	Pavarde224	2	6	6	10
Vardas589	Pavarde589	10	9	6	10
Vardas590	Pavarde590	8	9	4	10
Vardas436	Pavarde436	8	9	2	10
Vardas598	Pavarde598	10	2	7	10
Vardas599	Pavarde599	6	3	5	10
Vardas228	Pavarde228	5	7	5	10
Vardas604	Pavarde604	1	7	5	10
Vardas429	Pavarde429	9	1	9	10
Vardas615	Pavarde615	3	9	7	10
Vardas624	Pavarde624	6	7	7	10
Vardas582	Pavarde582	6	6	5	10
Vardas627	Pavarde627	3	9	8	10
Vardas420	Pavarde420	4	2	5	10
Vardas635	Pavarde635	9	10	9	10
Vardas235	Pavarde235	10	6	7	10
Vardas643	Pavarde643	1	2	8	10
Vardas646	Pavarde646	2	10	1	10
Vardas652	Pavarde652	4	4	5	10
Vardas659	Pavarde659	2	9	3	10
Vardas666	Pavarde666	5	5	1	10
Vardas409	Pavarde409	8	9	7	10
Vardas675	Pavarde675	4	7	6	10
Vardas528	Pavarde528	3	8	8	10
Vardas483	Pavarde483	5	3	9	10
Vardas485	Pavarde485	2	5	5	10
Vardas202	Pavarde202	3	9	4	10
Vardas1	Pavarde1	1	7	5	10
Vardas197	Pavarde197	7	6	7	10
Vardas504	Pavarde504	9	3	3	10
Vardas469	Pavarde469	3	6	3	10
Vardas191	Pavarde191	2	2	9	10
Vardas520	Pavarde520	3	10	2	10
Vardas521	Pavarde521	3	2	5	10
Vardas525	Pavarde525	10	10	3	10
Vardas400	Pavarde400	5	2	7	10
Vardas533	Pavarde533	5	8	5	10
Vardas178	Pavarde178	9	5	8	10
Vardas539	Pavarde539	9	4	10	10
Vardas172	Pavarde172	3	7	2	10
Vardas553	Pavarde553	1	4	9	10
Vardas218	Pavarde218	2	10	3	10
Vardas557	Pavarde557	5	10	8	10
Vardas453	Pavarde453	3	4	7	10
Vardas162	Pavarde162	2	1	5	10
Vardas574	Pavarde574	7	8	4	10
Vardas343	Pavarde343	9	4	5	10
Vardas359	Pavarde359	8	8	4	10
Vardas258	Pavarde258	3	10	6	10
Vardas803	Pavarde803	2	5	10	10
Vardas805	Pavarde805	4	8	9	10
Vardas351	Pavarde351	1	5	10	10
Vardas349	Pavarde349	9	4	10	10
Vardas348	Pavarde348	9	6	8	10
Vardas827	Pavarde827	8	3	3	10
Vardas830	Pavarde830	10	9	4	10
Vardas74	Pavarde74	9	8	10	10
Vardas73	Pavarde73	8	6	4	10
Vardas789	Pavarde789	7	4	6	10
Vardas340	Pavarde340	3	8	4	10
Vardas863	Pavarde863	1	8	1	10
Vardas866	Pavarde866	10	7	1	10
Vardas867	Pavarde867	2	2	7	10
Vardas321	Pavarde321	3	2	2	10
Vardas888	Pavarde888	9	3	10	10
Vardas894	Pavarde894	4	3	8	10
Vardas899	Pavarde899	5	3	6	10
Vardas901	Pavarde901	10	10	3	10
Vardas53	Pavarde53	5	1	9	10
Vardas112	Pavarde112	2	3	7	10
Vardas243	Pavarde243	3	1	5	10
Vardas681	Pavarde681	1	7	1	10
Vardas245	Pavarde245	3	8	3	10
Vardas683	Pavarde683	3	7	7	10
Vardas390	Pavarde390	6	4	6	10
Vardas120	Pavarde120	8	4	2	10
Vardas118	Pavarde118	2	5	1	10
Vardas703	Pavarde703	8	10	7	10
Vardas704	Pavarde704	2	6	10	10
Vardas708	Pavarde708	10	8	7	10
Vardas715	Pavarde715	1	6	3	10
Vardas314	Pavarde314	10	2	3	10
Vardas107	Pavarde107	1	8	1	10
Vardas375	Pavarde375	9	3	7	10
Vardas374	Pavarde374	2	6	4	10
Vardas750	Pavarde750	5	3	5	10
Vardas753	Pavarde753	1	6	10	10
Vardas100	Pavarde100	3	4	8	10
Vardas99	Pavarde99	2	4	4	10
Vardas762	Pavarde762	6	7	3	10
Vardas779	Pavarde779	3	1	3	10
Vardas785	Pavarde785	3	2	5	10
