Vardas	Pavarde	ND1	ND2	ND3	Egz.
Vardas94448	Pavarde94448	6	1	9	4
Vardas94512	Pavarde94512	8	7	1	4
Vardas66414	Pavarde66414	1	9	6	4
Vardas97440	Pavarde97440	6	6	4	4
Vardas94432	Pavarde94432	10	3	3	4
Vardas30097	Pavarde30097	4	2	10	4
Vardas65940	Pavarde65940	9	3	4	4
Vardas20405	Pavarde20405	4	2	1	6
Vardas30703	Pavarde30703	1	9	6	4
Vardas2078	Pavarde2078	2	6	8	4
Vardas55624	Pavarde55624	1	9	6	4
Vardas96466	Pavarde96466	8	4	4	4
Vardas12596	Pavarde12596	2	8	6	4
Vardas30192	Pavarde30192	1	8	7	4
Vardas12982	Pavarde12982	1	5	10	4
Vardas30847	Pavarde30847	2	10	4	4
Vardas12748	Pavarde12748	5	5	6	4
Vardas2074	Pavarde2074	10	5	1	4
Vardas1280	Pavarde1280	3	10	3	4
Vardas30335	Pavarde30335	3	3	10	4
Vardas63277	Pavarde63277	3	4	9	4
Vardas66113	Pavarde66113	9	1	6	4
Vardas29155	Pavarde29155	10	2	4	4
Vardas3546	Pavarde3546	2	7	7	4
Vardas56323	Pavarde56323	5	10	1	4
Vardas972	Pavarde972	6	9	1	4
Vardas95001	Pavarde95001	7	5	4	4
Vardas56513	Pavarde56513	5	2	9	4
Vardas51381	Pavarde51381	9	2	5	4
Vardas95054	Pavarde95054	2	7	7	4
Vardas90572	Pavarde90572	2	9	5	4
Vardas54819	Pavarde54819	2	9	5	4
Vardas63678	Pavarde63678	2	10	4	4
Vardas33509	Pavarde33509	3	4	9	4
Vardas99090	Pavarde99090	10	1	5	4
Vardas68322	Pavarde68322	4	4	8	4
Vardas25076	Pavarde25076	5	1	1	6
Vardas3545	Pavarde3545	4	8	4	4
Vardas18662	Pavarde18662	1	3	3	6
Vardas58008	Pavarde58008	4	2	10	4
Vardas68448	Pavarde68448	8	3	5	4
Vardas21063	Pavarde21063	4	1	2	6
Vardas27882	Pavarde27882	6	1	9	4
Vardas98988	Pavarde98988	3	6	7	4
Vardas2732	Pavarde2732	1	7	8	4
Vardas62747	Pavarde62747	6	2	8	4
Vardas98039	Pavarde98039	3	6	7	4
Vardas62744	Pavarde62744	3	10	3	4
Vardas89440	Pavarde89440	4	2	10	4
Vardas3556	Pavarde3556	5	4	7	4
Vardas29347	Pavarde29347	9	3	4	4
Vardas56319	Pavarde56319	5	1	10	4
Vardas62756	Pavarde62756	5	7	4	4
Vardas34101	Pavarde34101	9	6	1	4
Vardas99003	Pavarde99003	1	6	9	4
Vardas12654	Pavarde12654	5	3	8	4
Vardas95322	Pavarde95322	1	6	9	4
Vardas28959	Pavarde28959	1	5	10	4
Vardas29553	Pavarde29553	6	1	9	4
Vardas54663	Pavarde54663	2	1	4	6
Vardas25902	Pavarde25902	6	7	3	4
Vardas97326	Pavarde97326	6	5	5	4
Vardas1256	Pavarde1256	1	10	5	4
Vardas12663	Pavarde12663	3	10	3	4
Vardas56833	Pavarde56833	9	5	2	4
Vardas13810	Pavarde13810	3	6	7	4
Vardas30590	Pavarde30590	2	4	10	4
Vardas30596	Pavarde30596	5	5	6	4
Vardas96146	Pavarde96146	6	4	6	4
Vardas45052	Pavarde45052	3	1	3	6
Vardas90597	Pavarde90597	10	3	3	4
Vardas48431	Pavarde48431	8	2	6	4
Vardas1877	Pavarde1877	5	7	4	4
Vardas33603	Pavarde33603	3	2	2	6
Vardas96940	Pavarde96940	9	6	1	4
Vardas90835	Pavarde90835	7	3	6	4
Vardas29700	Pavarde29700	1	3	3	6
Vardas49900	Pavarde49900	2	1	4	6
Vardas37839	Pavarde37839	2	1	4	6
Vardas56967	Pavarde56967	3	4	9	4
Vardas95085	Pavarde95085	8	5	3	4
Vardas16112	Pavarde16112	9	6	1	4
Vardas3519	Pavarde3519	6	8	2	4
Vardas3678	Pavarde3678	1	8	7	4
Vardas90792	Pavarde90792	5	7	4	4
Vardas50729	Pavarde50729	8	3	5	4
Vardas90559	Pavarde90559	9	3	4	4
Vardas35055	Pavarde35055	2	5	9	4
Vardas75605	Pavarde75605	3	1	3	6
Vardas88121	Pavarde88121	6	2	8	4
Vardas96079	Pavarde96079	9	2	5	4
Vardas88188	Pavarde88188	3	7	6	4
Vardas9031	Pavarde9031	3	3	1	6
Vardas73320	Pavarde73320	3	2	2	6
Vardas47219	Pavarde47219	4	5	7	4
Vardas69631	Pavarde69631	5	6	5	4
Vardas35025	Pavarde35025	10	1	5	4
Vardas80089	Pavarde80089	5	1	1	6
Vardas54461	Pavarde54461	10	1	5	4
Vardas79165	Pavarde79165	5	1	1	6
Vardas96045	Pavarde96045	9	5	2	4
Vardas33862	Pavarde33862	3	4	9	4
Vardas65371	Pavarde65371	2	9	5	4
Vardas51928	Pavarde51928	3	5	8	4
Vardas7323	Pavarde7323	3	3	1	6
Vardas69644	Pavarde69644	4	3	9	4
Vardas212	Pavarde212	3	8	5	4
Vardas19659	Pavarde19659	3	8	5	4
Vardas68746	Pavarde68746	5	4	7	4
Vardas64555	Pavarde64555	6	6	4	4
Vardas75603	Pavarde75603	3	3	1	6
Vardas35360	Pavarde35360	2	4	1	6
Vardas25441	Pavarde25441	2	3	2	6
Vardas74969	Pavarde74969	4	1	2	6
Vardas75460	Pavarde75460	3	2	2	6
Vardas4348	Pavarde4348	5	2	9	4
Vardas90377	Pavarde90377	1	2	4	6
Vardas51455	Pavarde51455	1	3	3	6
Vardas47362	Pavarde47362	7	7	2	4
Vardas20045	Pavarde20045	3	1	3	6
Vardas67595	Pavarde67595	1	2	4	6
Vardas66569	Pavarde66569	4	2	1	6
Vardas67847	Pavarde67847	3	1	3	6
Vardas51922	Pavarde51922	5	1	10	4
Vardas25194	Pavarde25194	8	6	2	4
Vardas56147	Pavarde56147	1	7	8	4
Vardas67709	Pavarde67709	2	1	4	6
Vardas99183	Pavarde99183	9	5	2	4
Vardas12173	Pavarde12173	4	2	1	6
Vardas78382	Pavarde78382	2	1	4	6
Vardas64434	Pavarde64434	3	3	1	6
Vardas64749	Pavarde64749	2	4	1	6
Vardas63891	Pavarde63891	1	1	5	6
Vardas65915	Pavarde65915	1	1	5	6
Vardas11583	Pavarde11583	5	10	1	4
Vardas64976	Pavarde64976	1	1	5	6
Vardas19444	Pavarde19444	4	8	4	4
Vardas34525	Pavarde34525	2	4	1	6
Vardas55010	Pavarde55010	7	2	7	4
Vardas8197	Pavarde8197	3	1	3	6
Vardas78590	Pavarde78590	3	2	2	6
Vardas78606	Pavarde78606	4	2	1	6
Vardas55011	Pavarde55011	6	4	6	4
Vardas7997	Pavarde7997	2	3	2	6
Vardas69620	Pavarde69620	4	7	5	4
Vardas56135	Pavarde56135	7	3	6	4
Vardas26393	Pavarde26393	1	5	1	6
Vardas62533	Pavarde62533	9	6	1	4
Vardas77675	Pavarde77675	3	2	2	6
Vardas80848	Pavarde80848	3	2	2	6
Vardas80838	Pavarde80838	1	4	2	6
Vardas35378	Pavarde35378	2	2	3	6
Vardas40820	Pavarde40820	1	1	5	6
Vardas41856	Pavarde41856	3	1	3	6
Vardas24305	Pavarde24305	2	5	9	4
Vardas63845	Pavarde63845	2	9	5	4
Vardas2861	Pavarde2861	6	7	3	4
Vardas39010	Pavarde39010	1	1	5	6
Vardas34310	Pavarde34310	2	2	3	6
Vardas50508	Pavarde50508	5	1	10	4
Vardas21656	Pavarde21656	1	1	5	6
Vardas18224	Pavarde18224	6	6	4	4
Vardas34228	Pavarde34228	2	3	2	6
Vardas54474	Pavarde54474	5	1	1	6
Vardas21926	Pavarde21926	2	4	1	6
Vardas25278	Pavarde25278	4	3	9	4
Vardas99872	Pavarde99872	7	4	5	4
Vardas32211	Pavarde32211	3	9	4	4
Vardas56487	Pavarde56487	5	2	9	4
Vardas23406	Pavarde23406	2	4	1	6
Vardas56163	Pavarde56163	4	5	7	4
Vardas19376	Pavarde19376	1	3	3	6
Vardas19639	Pavarde19639	3	2	2	6
Vardas39855	Pavarde39855	4	1	2	6
Vardas15555	Pavarde15555	1	10	5	4
Vardas89935	Pavarde89935	7	2	7	4
Vardas52372	Pavarde52372	2	2	3	6
Vardas36008	Pavarde36008	1	4	2	6
Vardas40135	Pavarde40135	1	3	3	6
Vardas52313	Pavarde52313	4	1	2	6
Vardas54722	Pavarde54722	5	10	1	4
Vardas64150	Pavarde64150	3	8	5	4
Vardas46768	Pavarde46768	2	4	1	6
Vardas48677	Pavarde48677	7	6	3	4
Vardas48672	Pavarde48672	6	9	1	4
Vardas89923	Pavarde89923	2	9	5	4
Vardas53968	Pavarde53968	2	2	3	6
Vardas28949	Pavarde28949	1	4	2	6
Vardas48493	Pavarde48493	1	5	1	6
Vardas34772	Pavarde34772	3	2	2	6
Vardas16474	Pavarde16474	6	7	3	4
Vardas15901	Pavarde15901	6	4	6	4
Vardas24630	Pavarde24630	5	6	5	4
Vardas24306	Pavarde24306	2	1	4	6
Vardas25739	Pavarde25739	1	5	1	6
Vardas54523	Pavarde54523	2	8	6	4
Vardas4365	Pavarde4365	9	2	5	4
Vardas51334	Pavarde51334	1	3	3	6
Vardas36891	Pavarde36891	4	1	2	6
Vardas26537	Pavarde26537	2	3	2	6
Vardas36632	Pavarde36632	1	4	2	6
Vardas34800	Pavarde34800	8	1	7	4
Vardas41504	Pavarde41504	1	4	2	6
Vardas19499	Pavarde19499	3	6	7	4
Vardas88537	Pavarde88537	6	6	4	4
Vardas46570	Pavarde46570	2	3	2	6
Vardas63898	Pavarde63898	4	2	10	4
Vardas48648	Pavarde48648	3	3	1	6
Vardas53432	Pavarde53432	2	4	1	6
Vardas54520	Pavarde54520	5	6	5	4
Vardas30521	Pavarde30521	1	4	2	6
Vardas23524	Pavarde23524	2	2	3	6
Vardas22732	Pavarde22732	2	3	2	6
Vardas49087	Pavarde49087	1	2	4	6
Vardas27179	Pavarde27179	1	7	8	4
Vardas45468	Pavarde45468	1	4	2	6
Vardas45424	Pavarde45424	4	2	1	6
Vardas99900	Pavarde99900	9	4	3	4
Vardas53405	Pavarde53405	3	1	3	6
Vardas89312	Pavarde89312	7	4	5	4
Vardas6685	Pavarde6685	4	2	1	6
Vardas26880	Pavarde26880	10	1	5	4
Vardas81936	Pavarde81936	5	1	1	6
Vardas82042	Pavarde82042	3	2	2	6
Vardas96873	Pavarde96873	8	6	2	4
Vardas96582	Pavarde96582	2	1	4	6
Vardas81864	Pavarde81864	1	2	4	6
Vardas24973	Pavarde24973	1	5	1	6
Vardas91154	Pavarde91154	9	6	1	4
Vardas28039	Pavarde28039	2	7	7	4
Vardas34567	Pavarde34567	6	3	7	4
Vardas83911	Pavarde83911	4	1	2	6
Vardas4310	Pavarde4310	6	2	8	4
Vardas83343	Pavarde83343	1	2	4	6
Vardas24340	Pavarde24340	2	6	8	4
Vardas24398	Pavarde24398	8	2	6	4
Vardas88587	Pavarde88587	10	1	5	4
Vardas18202	Pavarde18202	8	2	6	4
Vardas2768	Pavarde2768	3	2	2	6
Vardas92614	Pavarde92614	3	2	2	6
Vardas24358	Pavarde24358	3	4	9	4
Vardas89049	Pavarde89049	4	6	6	4
Vardas99475	Pavarde99475	8	7	1	4
Vardas2797	Pavarde2797	2	4	1	6
Vardas4173	Pavarde4173	4	4	8	4
Vardas25654	Pavarde25654	2	3	2	6
Vardas13954	Pavarde13954	6	8	2	4
Vardas93242	Pavarde93242	1	3	3	6
Vardas34353	Pavarde34353	5	4	7	4
Vardas91632	Pavarde91632	1	1	5	6
Vardas12011	Pavarde12011	6	7	3	4
Vardas84326	Pavarde84326	2	3	2	6
Vardas84502	Pavarde84502	1	5	1	6
Vardas33709	Pavarde33709	1	6	9	4
Vardas64714	Pavarde64714	6	5	5	4
Vardas84091	Pavarde84091	5	1	1	6
Vardas6038	Pavarde6038	2	2	3	6
Vardas84676	Pavarde84676	4	1	2	6
Vardas85782	Pavarde85782	2	2	3	6
Vardas68047	Pavarde68047	3	10	3	4
Vardas1210	Pavarde1210	3	1	3	6
Vardas85448	Pavarde85448	2	2	3	6
Vardas13255	Pavarde13255	9	1	6	4
Vardas65432	Pavarde65432	3	2	2	6
Vardas17009	Pavarde17009	9	2	5	4
Vardas3663	Pavarde3663	4	1	2	6
Vardas843	Pavarde843	3	1	3	6
Vardas98322	Pavarde98322	3	9	4	4
Vardas27441	Pavarde27441	5	9	2	4
Vardas34202	Pavarde34202	7	1	8	4
Vardas48564	Pavarde48564	6	4	6	4
Vardas858	Pavarde858	1	5	1	6
Vardas85773	Pavarde85773	2	3	2	6
Vardas97669	Pavarde97669	2	4	1	6
Vardas18247	Pavarde18247	1	7	8	4
Vardas67562	Pavarde67562	3	6	7	4
Vardas900	Pavarde900	2	4	1	6
Vardas12179	Pavarde12179	3	10	3	4
Vardas85586	Pavarde85586	5	1	1	6
Vardas1539	Pavarde1539	1	3	3	6
Vardas72262	Pavarde72262	3	3	1	6
Vardas99622	Pavarde99622	8	7	1	4
Vardas25237	Pavarde25237	5	3	8	4
Vardas88842	Pavarde88842	8	1	7	4
Vardas11460	Pavarde11460	1	5	1	6
Vardas17966	Pavarde17966	3	7	6	4
Vardas83364	Pavarde83364	2	4	1	6
Vardas34492	Pavarde34492	2	4	10	4
Vardas6421	Pavarde6421	2	4	1	6
Vardas99141	Pavarde99141	1	6	9	4
Vardas92788	Pavarde92788	3	3	10	4
Vardas96207	Pavarde96207	4	9	3	4
Vardas47950	Pavarde47950	10	1	5	4
Vardas32326	Pavarde32326	4	10	2	4
Vardas90302	Pavarde90302	7	1	8	4
Vardas69852	Pavarde69852	4	1	2	6
Vardas4004	Pavarde4004	4	2	1	6
Vardas71492	Pavarde71492	4	1	2	6
Vardas69763	Pavarde69763	2	3	2	6
Vardas71621	Pavarde71621	1	4	2	6
Vardas26969	Pavarde26969	9	3	4	4
Vardas71521	Pavarde71521	1	1	5	6
Vardas34464	Pavarde34464	9	2	5	4
Vardas32330	Pavarde32330	5	8	3	4
Vardas58095	Pavarde58095	4	8	4	4
Vardas93723	Pavarde93723	2	2	3	6
Vardas69136	Pavarde69136	4	10	2	4
Vardas11407	Pavarde11407	1	1	5	6
Vardas99649	Pavarde99649	9	1	6	4
Vardas44596	Pavarde44596	3	3	1	6
Vardas72017	Pavarde72017	4	2	1	6
Vardas94257	Pavarde94257	1	5	1	6
Vardas72393	Pavarde72393	2	1	4	6
Vardas93343	Pavarde93343	1	5	1	6
Vardas72238	Pavarde72238	1	5	1	6
Vardas48276	Pavarde48276	2	1	4	6
Vardas55036	Pavarde55036	2	8	6	4
Vardas90565	Pavarde90565	2	1	4	6
Vardas44527	Pavarde44527	1	4	2	6
Vardas63969	Pavarde63969	8	6	2	4
Vardas68330	Pavarde68330	3	3	1	6
Vardas29928	Pavarde29928	5	7	8	3
Vardas32609	Pavarde32609	10	9	1	3
Vardas75303	Pavarde75303	10	7	3	3
Vardas33535	Pavarde33535	6	3	2	5
Vardas90500	Pavarde90500	6	2	3	5
Vardas76508	Pavarde76508	1	9	10	3
Vardas56620	Pavarde56620	7	2	2	5
Vardas91846	Pavarde91846	8	1	2	5
Vardas92328	Pavarde92328	5	1	5	5
Vardas98005	Pavarde98005	6	6	8	3
Vardas58648	Pavarde58648	3	1	7	5
Vardas86522	Pavarde86522	9	10	10	1
Vardas88143	Pavarde88143	7	2	2	5
Vardas31146	Pavarde31146	7	9	4	3
Vardas82508	Pavarde82508	10	9	10	1
Vardas14732	Pavarde14732	3	9	8	3
Vardas31160	Pavarde31160	10	7	3	3
Vardas24809	Pavarde24809	5	1	5	5
Vardas8318	Pavarde8318	7	4	9	3
Vardas32236	Pavarde32236	1	4	6	5
Vardas4166	Pavarde4166	8	7	5	3
Vardas390	Pavarde390	3	8	9	3
Vardas9240	Pavarde9240	9	5	6	3
Vardas25284	Pavarde25284	1	2	8	5
Vardas76899	Pavarde76899	6	6	8	3
Vardas8302	Pavarde8302	5	9	6	3
Vardas11123	Pavarde11123	7	5	8	3
Vardas2922	Pavarde2922	1	7	3	5
Vardas4520	Pavarde4520	9	4	7	3
Vardas98227	Pavarde98227	1	7	3	5
Vardas32656	Pavarde32656	3	8	9	3
Vardas98896	Pavarde98896	10	9	10	1
Vardas92397	Pavarde92397	9	1	1	5
Vardas25292	Pavarde25292	5	4	2	5
Vardas57668	Pavarde57668	1	9	1	5
Vardas76458	Pavarde76458	9	3	8	3
Vardas2756	Pavarde2756	9	1	1	5
Vardas25391	Pavarde25391	3	5	3	5
Vardas81938	Pavarde81938	9	2	9	3
Vardas35660	Pavarde35660	6	7	7	3
Vardas98096	Pavarde98096	2	4	5	5
Vardas32028	Pavarde32028	4	4	3	5
Vardas78522	Pavarde78522	10	9	1	3
Vardas92653	Pavarde92653	8	2	1	5
Vardas98078	Pavarde98078	10	7	3	3
Vardas81796	Pavarde81796	4	7	9	3
Vardas33621	Pavarde33621	4	6	1	5
Vardas90254	Pavarde90254	9	1	1	5
Vardas8779	Pavarde8779	9	9	2	3
Vardas92703	Pavarde92703	7	3	1	5
Vardas2686	Pavarde2686	1	3	7	5
Vardas77179	Pavarde77179	8	7	5	3
Vardas3521	Pavarde3521	6	1	4	5
Vardas33638	Pavarde33638	1	2	8	5
Vardas57988	Pavarde57988	2	5	4	5
Vardas33197	Pavarde33197	2	3	6	5
Vardas33202	Pavarde33202	3	5	3	5
Vardas3477	Pavarde3477	4	1	6	5
Vardas31478	Pavarde31478	3	8	9	3
Vardas98218	Pavarde98218	7	5	8	3
Vardas24614	Pavarde24614	8	10	2	3
Vardas9672	Pavarde9672	6	8	6	3
Vardas81598	Pavarde81598	2	9	9	3
Vardas32352	Pavarde32352	1	7	3	5
Vardas21222	Pavarde21222	6	7	7	3
Vardas21223	Pavarde21223	8	5	7	3
Vardas32411	Pavarde32411	6	4	1	5
Vardas92072	Pavarde92072	8	2	1	5
Vardas90623	Pavarde90623	1	4	6	5
Vardas32403	Pavarde32403	7	3	1	5
Vardas28918	Pavarde28918	5	2	4	5
Vardas93067	Pavarde93067	4	4	3	5
Vardas57543	Pavarde57543	1	1	9	5
Vardas97640	Pavarde97640	1	8	2	5
Vardas91906	Pavarde91906	2	7	2	5
Vardas2587	Pavarde2587	1	4	6	5
Vardas32476	Pavarde32476	10	7	3	3
Vardas2662	Pavarde2662	3	4	4	5
Vardas93018	Pavarde93018	6	4	1	5
Vardas31748	Pavarde31748	1	7	3	5
Vardas24824	Pavarde24824	1	3	7	5
Vardas92964	Pavarde92964	1	6	4	5
Vardas66486	Pavarde66486	6	7	7	3
Vardas57492	Pavarde57492	5	1	5	5
Vardas14817	Pavarde14817	4	6	10	3
Vardas19731	Pavarde19731	5	10	5	3
Vardas34603	Pavarde34603	1	7	3	5
Vardas89308	Pavarde89308	4	6	1	5
Vardas34190	Pavarde34190	4	5	2	5
Vardas26614	Pavarde26614	1	4	6	5
Vardas24503	Pavarde24503	2	4	5	5
Vardas28846	Pavarde28846	7	4	9	3
Vardas29032	Pavarde29032	8	9	3	3
Vardas29018	Pavarde29018	8	7	5	3
Vardas4094	Pavarde4094	4	4	3	5
Vardas8518	Pavarde8518	8	3	9	3
Vardas74132	Pavarde74132	9	7	4	3
Vardas35802	Pavarde35802	5	9	6	3
Vardas35799	Pavarde35799	9	4	7	3
Vardas55853	Pavarde55853	1	5	5	5
Vardas24372	Pavarde24372	1	4	6	5
Vardas74077	Pavarde74077	3	9	8	3
Vardas58482	Pavarde58482	3	3	5	5
Vardas34644	Pavarde34644	1	6	4	5
Vardas74099	Pavarde74099	6	9	5	3
Vardas88975	Pavarde88975	5	5	1	5
Vardas74187	Pavarde74187	5	10	5	3
Vardas83034	Pavarde83034	5	6	9	3
Vardas21528	Pavarde21528	10	4	6	3
Vardas35841	Pavarde35841	2	8	10	3
Vardas79252	Pavarde79252	9	4	7	3
Vardas35113	Pavarde35113	7	5	8	3
Vardas74635	Pavarde74635	9	9	2	3
Vardas34534	Pavarde34534	6	1	4	5
Vardas82852	Pavarde82852	10	1	9	3
Vardas817	Pavarde817	7	2	2	5
Vardas97118	Pavarde97118	6	1	4	5
Vardas97944	Pavarde97944	6	2	3	5
Vardas643	Pavarde643	8	9	3	3
Vardas97242	Pavarde97242	8	2	1	5
Vardas29121	Pavarde29121	9	1	10	3
Vardas28567	Pavarde28567	1	2	8	5
Vardas81064	Pavarde81064	7	7	6	3
Vardas4183	Pavarde4183	7	10	3	3
Vardas98883	Pavarde98883	10	3	7	3
Vardas28608	Pavarde28608	8	1	2	5
Vardas26665	Pavarde26665	1	7	3	5
Vardas96923	Pavarde96923	4	1	6	5
Vardas74293	Pavarde74293	5	10	5	3
Vardas74685	Pavarde74685	10	8	2	3
Vardas4108	Pavarde4108	7	1	3	5
Vardas58411	Pavarde58411	2	6	3	5
Vardas35511	Pavarde35511	6	7	7	3
Vardas23950	Pavarde23950	9	4	7	3
Vardas9455	Pavarde9455	10	8	2	3
Vardas83046	Pavarde83046	5	5	10	3
Vardas8876	Pavarde8876	6	7	7	3
Vardas21513	Pavarde21513	3	7	10	3
Vardas14149	Pavarde14149	4	6	10	3
Vardas89064	Pavarde89064	4	4	3	5
Vardas97694	Pavarde97694	4	5	2	5
Vardas81050	Pavarde81050	3	9	8	3
Vardas88743	Pavarde88743	10	9	10	1
Vardas26576	Pavarde26576	8	7	5	3
Vardas35529	Pavarde35529	2	3	6	5
Vardas26743	Pavarde26743	7	3	1	5
Vardas82886	Pavarde82886	9	8	3	3
Vardas15465	Pavarde15465	2	5	4	5
Vardas24003	Pavarde24003	4	4	3	5
Vardas4849	Pavarde4849	5	3	3	5
Vardas88321	Pavarde88321	4	1	6	5
Vardas19712	Pavarde19712	10	6	4	3
Vardas78560	Pavarde78560	9	7	4	3
Vardas75188	Pavarde75188	10	6	4	3
Vardas88332	Pavarde88332	8	2	1	5
Vardas4834	Pavarde4834	9	8	3	3
Vardas54490	Pavarde54490	1	4	6	5
Vardas74536	Pavarde74536	5	5	10	3
Vardas34914	Pavarde34914	4	5	2	5
Vardas88504	Pavarde88504	1	7	3	5
Vardas88531	Pavarde88531	1	8	2	5
Vardas15514	Pavarde15514	10	7	3	3
Vardas28731	Pavarde28731	7	3	1	5
Vardas4319	Pavarde4319	8	1	2	5
Vardas32268	Pavarde32268	9	10	1	3
Vardas34788	Pavarde34788	1	7	3	5
Vardas88463	Pavarde88463	6	3	2	5
Vardas96598	Pavarde96598	5	7	8	3
Vardas18145	Pavarde18145	9	8	3	3
Vardas4545	Pavarde4545	8	2	1	5
Vardas87991	Pavarde87991	4	6	1	5
Vardas34135	Pavarde34135	2	4	5	5
Vardas35152	Pavarde35152	10	2	8	3
Vardas21283	Pavarde21283	6	9	5	3
Vardas35140	Pavarde35140	4	10	6	3
Vardas17544	Pavarde17544	5	5	10	3
Vardas13618	Pavarde13618	1	10	9	3
Vardas3736	Pavarde3736	4	2	5	5
Vardas58169	Pavarde58169	3	2	6	5
Vardas35139	Pavarde35139	6	5	9	3
Vardas29423	Pavarde29423	4	9	7	3
Vardas28696	Pavarde28696	3	7	1	5
Vardas78479	Pavarde78479	3	8	9	3
Vardas15400	Pavarde15400	3	8	9	3
Vardas89567	Pavarde89567	2	6	3	5
Vardas81621	Pavarde81621	3	7	10	3
Vardas3909	Pavarde3909	2	3	6	5
Vardas74700	Pavarde74700	6	5	9	3
Vardas8261	Pavarde8261	3	7	10	3
Vardas18326	Pavarde18326	1	9	10	3
Vardas54700	Pavarde54700	5	4	2	5
Vardas58241	Pavarde58241	8	2	1	5
Vardas58279	Pavarde58279	6	3	2	5
Vardas19520	Pavarde19520	8	8	4	3
Vardas29296	Pavarde29296	8	9	3	3
Vardas4737	Pavarde4737	3	2	6	5
Vardas3465	Pavarde3465	10	10	9	1
Vardas13154	Pavarde13154	7	7	6	3
Vardas86828	Pavarde86828	10	9	10	1
Vardas43779	Pavarde43779	2	1	8	5
Vardas74752	Pavarde74752	6	3	2	5
Vardas74755	Pavarde74755	3	4	4	5
Vardas65244	Pavarde65244	2	8	1	5
Vardas64143	Pavarde64143	3	7	1	5
Vardas65009	Pavarde65009	6	4	1	5
Vardas64392	Pavarde64392	8	1	2	5
Vardas52797	Pavarde52797	6	4	1	5
Vardas33099	Pavarde33099	7	6	7	3
Vardas9691	Pavarde9691	1	7	3	5
Vardas64775	Pavarde64775	1	2	8	5
Vardas75123	Pavarde75123	5	3	3	5
Vardas30470	Pavarde30470	9	8	3	3
Vardas13295	Pavarde13295	5	4	2	5
Vardas63752	Pavarde63752	5	2	4	5
Vardas50957	Pavarde50957	1	4	6	5
Vardas64191	Pavarde64191	5	2	4	5
Vardas18218	Pavarde18218	7	2	2	5
Vardas18638	Pavarde18638	4	5	2	5
Vardas65387	Pavarde65387	2	7	2	5
Vardas74909	Pavarde74909	6	2	3	5
Vardas75236	Pavarde75236	2	7	2	5
Vardas76199	Pavarde76199	10	7	3	3
Vardas74454	Pavarde74454	5	3	3	5
Vardas63918	Pavarde63918	5	1	5	5
Vardas9316	Pavarde9316	5	3	3	5
Vardas73181	Pavarde73181	7	5	8	3
Vardas38312	Pavarde38312	10	4	6	3
Vardas28166	Pavarde28166	9	4	7	3
Vardas99594	Pavarde99594	7	5	8	3
Vardas71234	Pavarde71234	1	1	9	5
Vardas62941	Pavarde62941	3	1	7	5
Vardas67742	Pavarde67742	2	3	6	5
Vardas67655	Pavarde67655	4	2	5	5
Vardas45883	Pavarde45883	6	4	1	5
Vardas20131	Pavarde20131	6	1	4	5
Vardas12152	Pavarde12152	3	1	7	5
Vardas77828	Pavarde77828	9	1	10	3
Vardas82170	Pavarde82170	7	6	7	3
Vardas17963	Pavarde17963	2	1	8	5
Vardas47955	Pavarde47955	6	1	4	5
Vardas30769	Pavarde30769	7	4	9	3
Vardas32689	Pavarde32689	2	8	10	3
Vardas62723	Pavarde62723	5	3	3	5
Vardas20041	Pavarde20041	2	4	5	5
Vardas73068	Pavarde73068	9	2	9	3
Vardas98552	Pavarde98552	2	9	9	3
Vardas62783	Pavarde62783	2	6	3	5
Vardas71257	Pavarde71257	4	5	2	5
Vardas19359	Pavarde19359	3	5	3	5
Vardas30722	Pavarde30722	6	5	9	3
Vardas71058	Pavarde71058	4	2	5	5
Vardas71105	Pavarde71105	8	1	2	5
Vardas64671	Pavarde64671	5	2	4	5
Vardas75497	Pavarde75497	3	6	2	5
Vardas13141	Pavarde13141	1	9	1	5
Vardas50687	Pavarde50687	1	5	5	5
Vardas76089	Pavarde76089	8	4	8	3
Vardas61164	Pavarde61164	2	2	7	5
Vardas43378	Pavarde43378	2	2	7	5
Vardas73849	Pavarde73849	10	6	4	3
Vardas37796	Pavarde37796	5	10	5	3
Vardas37342	Pavarde37342	9	3	8	3
Vardas37340	Pavarde37340	8	4	8	3
Vardas27647	Pavarde27647	4	9	7	3
Vardas99636	Pavarde99636	6	5	9	3
Vardas72943	Pavarde72943	10	1	9	3
Vardas38051	Pavarde38051	1	10	9	3
Vardas28487	Pavarde28487	6	7	7	3
Vardas28553	Pavarde28553	2	10	8	3
Vardas79912	Pavarde79912	1	10	9	3
Vardas95655	Pavarde95655	4	7	9	3
Vardas38773	Pavarde38773	8	8	4	3
Vardas73896	Pavarde73896	8	10	2	3
Vardas37413	Pavarde37413	10	7	3	3
Vardas96244	Pavarde96244	1	9	10	3
Vardas28054	Pavarde28054	7	9	4	3
Vardas27696	Pavarde27696	8	10	2	3
Vardas28030	Pavarde28030	9	10	1	3
Vardas38705	Pavarde38705	5	5	10	3
Vardas96309	Pavarde96309	7	8	5	3
Vardas83748	Pavarde83748	10	8	2	3
Vardas83804	Pavarde83804	9	3	8	3
Vardas95433	Pavarde95433	10	8	2	3
Vardas95506	Pavarde95506	3	9	8	3
Vardas36460	Pavarde36460	9	1	10	3
Vardas83162	Pavarde83162	5	7	8	3
Vardas83770	Pavarde83770	6	9	5	3
