Vardas	Pavarde	ND1	ND2	ND3	Egz.
Vardas665	Pavarde665	10	8	3	3
Vardas666	Pavarde666	9	5	6	1
Vardas667	Pavarde667	10	5	6	1
Vardas668	Pavarde668	3	10	10	4
Vardas669	Pavarde669	2	6	8	2
Vardas670	Pavarde670	1	9	9	3
Vardas671	Pavarde671	10	10	10	5
Vardas672	Pavarde672	5	2	9	4
Vardas673	Pavarde673	1	5	6	8
Vardas674	Pavarde674	10	5	10	9
Vardas675	Pavarde675	8	2	10	3
Vardas676	Pavarde676	10	5	8	6
Vardas677	Pavarde677	9	4	6	5
Vardas678	Pavarde678	5	4	9	10
Vardas679	Pavarde679	6	9	9	10
Vardas680	Pavarde680	3	7	5	10
Vardas681	Pavarde681	6	9	5	2
Vardas682	Pavarde682	8	5	6	7
Vardas683	Pavarde683	4	2	8	5
Vardas684	Pavarde684	6	2	3	6
Vardas685	Pavarde685	10	3	1	3
Vardas686	Pavarde686	6	2	7	8
Vardas687	Pavarde687	1	1	9	7
Vardas688	Pavarde688	6	7	4	2
Vardas689	Pavarde689	2	7	2	7
Vardas690	Pavarde690	6	7	1	2
Vardas691	Pavarde691	8	8	3	9
Vardas692	Pavarde692	9	10	5	6
Vardas693	Pavarde693	2	4	7	9
Vardas694	Pavarde694	2	7	8	9
Vardas695	Pavarde695	9	4	9	7
Vardas696	Pavarde696	5	5	7	5
Vardas697	Pavarde697	5	8	4	2
Vardas698	Pavarde698	7	9	10	1
Vardas699	Pavarde699	8	9	9	7
Vardas700	Pavarde700	10	6	3	8
Vardas701	Pavarde701	4	7	1	7
Vardas702	Pavarde702	10	5	7	1
Vardas703	Pavarde703	1	9	3	7
Vardas704	Pavarde704	4	7	5	6
Vardas705	Pavarde705	4	8	6	3
Vardas706	Pavarde706	10	5	9	9
Vardas707	Pavarde707	8	7	4	9
Vardas708	Pavarde708	3	6	6	1
Vardas709	Pavarde709	3	5	10	1
Vardas710	Pavarde710	3	1	4	8
Vardas711	Pavarde711	2	2	8	10
Vardas712	Pavarde712	7	1	8	6
Vardas713	Pavarde713	6	7	3	8
Vardas714	Pavarde714	10	3	2	1
Vardas715	Pavarde715	5	3	9	8
Vardas716	Pavarde716	7	6	10	8
Vardas717	Pavarde717	10	6	9	4
Vardas718	Pavarde718	10	3	9	9
Vardas719	Pavarde719	7	8	6	2
Vardas720	Pavarde720	1	10	10	6
Vardas721	Pavarde721	1	3	1	9
Vardas722	Pavarde722	2	8	10	9
Vardas723	Pavarde723	5	1	2	3
Vardas724	Pavarde724	7	1	8	10
Vardas725	Pavarde725	8	10	9	7
Vardas726	Pavarde726	6	6	2	9
Vardas727	Pavarde727	4	1	5	1
Vardas728	Pavarde728	6	2	5	8
Vardas729	Pavarde729	9	5	2	2
Vardas730	Pavarde730	1	4	5	6
Vardas731	Pavarde731	3	3	6	8
Vardas732	Pavarde732	10	7	8	1
Vardas733	Pavarde733	1	1	5	4
Vardas734	Pavarde734	5	10	1	7
Vardas735	Pavarde735	10	2	1	7
Vardas736	Pavarde736	10	3	9	6
Vardas737	Pavarde737	7	4	3	5
Vardas738	Pavarde738	5	4	7	9
Vardas739	Pavarde739	4	10	3	3
Vardas740	Pavarde740	9	3	6	1
Vardas741	Pavarde741	2	8	8	6
Vardas742	Pavarde742	10	5	4	6
Vardas743	Pavarde743	4	8	5	5
Vardas744	Pavarde744	9	1	5	6
Vardas745	Pavarde745	2	10	9	5
Vardas746	Pavarde746	10	1	5	4
Vardas747	Pavarde747	4	6	5	3
Vardas748	Pavarde748	2	5	7	10
Vardas749	Pavarde749	5	4	9	3
Vardas750	Pavarde750	6	8	5	8
Vardas751	Pavarde751	8	1	2	5
Vardas752	Pavarde752	6	9	9	6
Vardas753	Pavarde753	1	7	2	3
Vardas754	Pavarde754	2	5	10	9
Vardas755	Pavarde755	1	1	3	4
Vardas756	Pavarde756	7	6	10	10
Vardas757	Pavarde757	9	6	7	5
Vardas758	Pavarde758	10	4	1	3
Vardas759	Pavarde759	3	7	9	1
Vardas760	Pavarde760	8	2	9	1
Vardas761	Pavarde761	7	6	9	10
Vardas762	Pavarde762	4	6	10	9
Vardas763	Pavarde763	9	1	1	9
Vardas764	Pavarde764	10	3	7	4
Vardas765	Pavarde765	4	7	8	2
Vardas766	Pavarde766	8	6	2	2
Vardas767	Pavarde767	4	8	10	7
Vardas768	Pavarde768	10	1	1	2
Vardas769	Pavarde769	8	4	5	8
Vardas770	Pavarde770	5	5	4	2
Vardas771	Pavarde771	2	1	8	3
Vardas772	Pavarde772	6	1	5	8
Vardas773	Pavarde773	6	2	1	4
Vardas774	Pavarde774	5	6	2	10
Vardas775	Pavarde775	4	10	5	9
Vardas776	Pavarde776	3	2	6	5
Vardas777	Pavarde777	6	4	4	5
Vardas778	Pavarde778	4	7	9	10
Vardas779	Pavarde779	1	2	9	5
Vardas780	Pavarde780	2	1	10	5
Vardas781	Pavarde781	8	7	9	10
Vardas782	Pavarde782	5	1	9	6
Vardas783	Pavarde783	3	6	4	10
Vardas784	Pavarde784	7	5	8	1
Vardas785	Pavarde785	5	5	6	4
Vardas786	Pavarde786	2	9	2	5
Vardas787	Pavarde787	9	3	4	6
Vardas788	Pavarde788	8	10	1	7
Vardas789	Pavarde789	1	3	2	4
Vardas790	Pavarde790	1	7	1	4
Vardas791	Pavarde791	7	3	9	10
Vardas792	Pavarde792	3	8	3	10
Vardas793	Pavarde793	9	5	8	7
Vardas794	Pavarde794	10	10	10	10
Vardas795	Pavarde795	8	6	9	4
Vardas796	Pavarde796	7	10	4	6
Vardas797	Pavarde797	6	5	7	1
Vardas798	Pavarde798	10	8	6	4
Vardas799	Pavarde799	9	6	2	2
Vardas800	Pavarde800	10	5	5	7
Vardas801	Pavarde801	4	6	1	7
Vardas802	Pavarde802	5	5	7	10
Vardas803	Pavarde803	8	3	3	1
Vardas804	Pavarde804	8	3	4	9
Vardas805	Pavarde805	2	3	6	9
Vardas806	Pavarde806	7	8	7	6
Vardas807	Pavarde807	3	7	7	1
Vardas808	Pavarde808	6	9	3	1
Vardas809	Pavarde809	1	1	10	10
Vardas810	Pavarde810	10	1	9	3
Vardas811	Pavarde811	9	7	3	1
Vardas812	Pavarde812	3	2	3	7
Vardas813	Pavarde813	1	7	1	9
Vardas814	Pavarde814	5	9	10	4
Vardas815	Pavarde815	7	4	2	3
Vardas816	Pavarde816	2	3	2	8
Vardas817	Pavarde817	5	6	7	8
Vardas818	Pavarde818	7	3	4	8
Vardas819	Pavarde819	10	6	9	1
Vardas820	Pavarde820	10	9	1	1
Vardas821	Pavarde821	9	2	1	2
Vardas822	Pavarde822	3	1	10	6
Vardas823	Pavarde823	5	6	6	10
Vardas824	Pavarde824	9	10	5	7
Vardas825	Pavarde825	4	4	9	9
Vardas826	Pavarde826	6	4	6	7
Vardas827	Pavarde827	9	10	7	2
Vardas828	Pavarde828	9	7	7	7
Vardas829	Pavarde829	3	6	4	6
Vardas830	Pavarde830	6	7	3	2
Vardas831	Pavarde831	6	7	3	2
Vardas832	Pavarde832	5	1	9	8
Vardas833	Pavarde833	5	5	6	3
Vardas834	Pavarde834	4	2	1	7
Vardas835	Pavarde835	1	1	7	7
Vardas836	Pavarde836	4	8	10	10
Vardas837	Pavarde837	9	3	1	4
Vardas838	Pavarde838	10	8	7	1
Vardas839	Pavarde839	2	4	4	6
Vardas840	Pavarde840	8	8	5	2
Vardas841	Pavarde841	5	1	10	8
Vardas842	Pavarde842	7	7	8	2
Vardas843	Pavarde843	9	3	2	5
Vardas844	Pavarde844	2	1	1	8
Vardas845	Pavarde845	2	1	9	4
Vardas846	Pavarde846	8	3	1	4
Vardas847	Pavarde847	5	1	3	3
Vardas848	Pavarde848	4	9	4	6
Vardas849	Pavarde849	9	9	4	4
Vardas850	Pavarde850	5	4	2	1
Vardas851	Pavarde851	8	9	3	10
Vardas852	Pavarde852	2	10	3	8
Vardas853	Pavarde853	6	5	7	1
Vardas854	Pavarde854	7	1	2	1
Vardas855	Pavarde855	3	5	9	3
Vardas856	Pavarde856	10	6	2	10
Vardas857	Pavarde857	5	2	6	1
Vardas858	Pavarde858	6	4	4	9
Vardas859	Pavarde859	9	7	3	5
Vardas860	Pavarde860	5	9	6	5
Vardas861	Pavarde861	1	2	9	3
Vardas862	Pavarde862	7	3	4	7
Vardas863	Pavarde863	1	4	3	10
Vardas864	Pavarde864	7	6	5	7
Vardas865	Pavarde865	5	7	8	1
Vardas866	Pavarde866	7	4	7	9
Vardas867	Pavarde867	10	6	8	8
Vardas868	Pavarde868	1	9	10	10
Vardas869	Pavarde869	4	7	8	6
Vardas870	Pavarde870	7	8	3	7
Vardas871	Pavarde871	2	8	3	6
Vardas872	Pavarde872	10	10	9	4
Vardas873	Pavarde873	10	4	3	9
Vardas874	Pavarde874	8	5	7	6
Vardas875	Pavarde875	5	9	6	2
Vardas876	Pavarde876	10	8	4	3
Vardas877	Pavarde877	1	7	1	1
Vardas878	Pavarde878	5	1	6	7
Vardas879	Pavarde879	5	3	8	3
Vardas880	Pavarde880	2	1	3	10
Vardas881	Pavarde881	2	3	5	10
Vardas882	Pavarde882	4	4	9	7
Vardas883	Pavarde883	2	8	7	1
Vardas884	Pavarde884	2	6	5	4
Vardas885	Pavarde885	9	7	7	6
Vardas886	Pavarde886	5	9	7	7
Vardas887	Pavarde887	1	8	1	8
Vardas888	Pavarde888	3	5	8	1
Vardas889	Pavarde889	10	2	1	6
Vardas890	Pavarde890	3	7	7	5
Vardas891	Pavarde891	10	9	4	7
Vardas892	Pavarde892	4	5	8	1
Vardas893	Pavarde893	3	6	8	4
Vardas894	Pavarde894	8	9	7	9
Vardas895	Pavarde895	8	8	4	2
Vardas896	Pavarde896	4	2	10	1
Vardas897	Pavarde897	6	4	3	6
Vardas898	Pavarde898	9	8	5	4
Vardas899	Pavarde899	8	3	2	10
Vardas900	Pavarde900	3	5	10	7
Vardas901	Pavarde901	3	4	2	6
Vardas902	Pavarde902	9	5	6	10
Vardas903	Pavarde903	6	1	8	8
Vardas904	Pavarde904	2	2	7	8
Vardas905	Pavarde905	4	4	1	2
Vardas906	Pavarde906	2	1	10	6
Vardas907	Pavarde907	3	8	9	3
Vardas908	Pavarde908	6	3	2	3
Vardas909	Pavarde909	10	5	6	6
Vardas910	Pavarde910	3	7	7	4
Vardas911	Pavarde911	1	8	8	4
Vardas912	Pavarde912	8	8	9	10
Vardas913	Pavarde913	2	9	6	10
Vardas914	Pavarde914	10	3	9	3
Vardas915	Pavarde915	4	1	6	10
Vardas916	Pavarde916	5	1	10	7
Vardas917	Pavarde917	8	4	6	10
Vardas918	Pavarde918	5	9	6	1
Vardas919	Pavarde919	7	5	2	9
Vardas920	Pavarde920	9	8	7	4
Vardas921	Pavarde921	9	5	4	8
Vardas922	Pavarde922	4	2	5	6
Vardas923	Pavarde923	4	4	9	4
Vardas924	Pavarde924	10	5	7	4
Vardas925	Pavarde925	8	3	8	10
Vardas926	Pavarde926	4	3	8	4
Vardas927	Pavarde927	1	8	5	5
Vardas928	Pavarde928	3	4	2	4
Vardas929	Pavarde929	1	8	1	1
Vardas930	Pavarde930	4	8	4	3
Vardas931	Pavarde931	2	3	1	7
Vardas932	Pavarde932	2	6	5	5
Vardas933	Pavarde933	7	10	5	4
Vardas934	Pavarde934	1	3	5	4
Vardas935	Pavarde935	8	6	9	5
Vardas936	Pavarde936	1	6	2	9
Vardas937	Pavarde937	3	2	5	1
Vardas938	Pavarde938	5	5	4	9
Vardas939	Pavarde939	7	5	6	2
Vardas940	Pavarde940	5	9	2	8
Vardas941	Pavarde941	8	10	7	1
Vardas942	Pavarde942	10	7	5	2
Vardas943	Pavarde943	1	2	9	7
Vardas944	Pavarde944	2	8	10	5
Vardas945	Pavarde945	4	2	4	10
Vardas946	Pavarde946	1	9	8	9
Vardas947	Pavarde947	9	8	6	4
Vardas948	Pavarde948	6	1	9	3
Vardas949	Pavarde949	4	4	2	7
Vardas950	Pavarde950	3	4	1	1
Vardas951	Pavarde951	9	5	10	7
Vardas952	Pavarde952	9	1	1	4
Vardas953	Pavarde953	1	10	2	6
Vardas954	Pavarde954	8	7	3	8
Vardas955	Pavarde955	7	2	2	8
Vardas956	Pavarde956	6	2	5	4
Vardas957	Pavarde957	5	10	3	2
Vardas958	Pavarde958	6	10	9	8
Vardas959	Pavarde959	10	10	1	1
Vardas960	Pavarde960	1	3	7	6
Vardas961	Pavarde961	9	6	8	3
Vardas962	Pavarde962	5	9	3	5
Vardas963	Pavarde963	9	3	3	1
Vardas964	Pavarde964	10	6	1	1
Vardas965	Pavarde965	3	10	1	6
Vardas966	Pavarde966	4	2	7	7
Vardas967	Pavarde967	6	8	9	8
Vardas968	Pavarde968	1	3	4	9
Vardas969	Pavarde969	7	8	1	10
Vardas970	Pavarde970	8	5	7	2
Vardas971	Pavarde971	4	7	4	5
Vardas972	Pavarde972	5	7	4	2
Vardas973	Pavarde973	2	3	9	1
Vardas974	Pavarde974	5	5	10	3
Vardas975	Pavarde975	3	9	10	7
Vardas976	Pavarde976	5	2	2	8
Vardas977	Pavarde977	5	4	6	8
Vardas978	Pavarde978	4	2	10	6
Vardas979	Pavarde979	10	3	6	5
Vardas980	Pavarde980	8	8	10	4
Vardas981	Pavarde981	1	9	6	1
Vardas982	Pavarde982	10	3	5	5
Vardas983	Pavarde983	3	8	4	7
Vardas984	Pavarde984	7	10	7	8
Vardas985	Pavarde985	1	10	5	5
Vardas986	Pavarde986	6	4	4	5
Vardas987	Pavarde987	6	1	5	3
Vardas988	Pavarde988	2	4	6	10
Vardas989	Pavarde989	2	9	8	9
Vardas990	Pavarde990	4	5	10	2
Vardas991	Pavarde991	6	2	3	3
Vardas992	Pavarde992	4	9	3	6
Vardas993	Pavarde993	10	6	7	2
Vardas994	Pavarde994	4	10	10	8
Vardas995	Pavarde995	4	9	1	3
Vardas996	Pavarde996	5	7	1	10
Vardas997	Pavarde997	1	1	6	6
Vardas998	Pavarde998	2	2	10	6
Vardas999	Pavarde999	1	5	10	4
Vardas1000	Pavarde1000	8	9	10	1
